,CONTENT,ABUSE
3344,Payment has been made,0
3345,Hi I am not able to reach your office to reschedule,0
3346,Marcus Robinson 515 Avalon Road Jackson Mississippi 39206 2849,0
3347,Stop ???????????????,0
3348,"Yes, verified",0
3349,Got some thanks,0
3350,yes correct,0
3351,"Apparently the fema case updated per my text, can you check it",0
3352,I never requested a thing from you and have reported you to the FCC STOP,0
3353,l I still paid but ok. I'm borrow the other 200. And pay it tomorrow evening when I get off work.,0
3354,Wow ok. I can't believe I paid the entire pandemic and never missed I ask for a one-time payment shortage and I m told no. Even when I was in the hospita,0
3355,we are on time,0
3356,I took the morning off. I will be going to do the western union shortly and will call with the tracking #,0
3357,We already got health insurance so you can put do not call,0
3358,STOP Megan Craig / Fast Track Auto Adjuster / Shelter Insurance / 573-214-4555 / Text STOP to opt out,0
3359,Thank you for the message. I am helping another customer right now and will be with you shortly.,0
3360,Which weekends,0
3361,There is no Chris at this number.,0
3362,This is not his number,0
3363,Text alerts,0
3364,No one can afford Â¢Â´200 a month on top of rent and car payments and gas to go to the back and forth,0
3365,I do not I saw her About three weeks Ago Thanks,0
3366,My name is Jo Ann. I am the patient. My son is Jaxon and does not have covid.,0
3367,Haven't had car 3 years. It has stopped. You can pick it up.,0
3368,I don't have an appointment with Pat on Monday. I always see him on Thursday,0
3369,Need to cancel appointment for today,0
3370,Last payment I made was 28 days past payment date. You put on my credit report that it was 30 or more days late. Need this removed. Thank you,0
3371,Wen can i come pay for everything,0
3372,This is not his # please stop calling and text,0
3373,Ven por mi ya llego tu tia,0
3374,You are texting a not-for-profit organization in Chicago and we have insurance for our staff so please stop calling,0
3375,The way folks take a vantage of me,0
3376,Web site not letting me log in,0
3377,"ThankMusic is a gift I was able to share with my dad. Today, on the 11-year anniversary of my release of #ALittleBitStronger, I m sharing a new recording I did for @alzassociation  #MusicMoments as a tribute to him.?=??        Thank you once again for thinking of me when you are doing something special....Have a Wonderful, Wonderful day..",0
3378,Can't go,0
3379,I have the deposit,0
3380,"FUCK OFF, STOP CALLING AND TEXTING ASSHOLES!!!!!!!",1
3381,Sorry Wrong person,0
3382,I am NOT interested in purchasing insurance of any kind!!!!,0
3383,I can pay $50 today.,0
3384,No ahi nada ah? . El n?mero es incorrecto en vez de enviar promociones deber?an de estar m?s al pendiente de los paquetes que env?an y avisar que d?a llegan ...,0
3385,Quit texting me and calling me or I'm going to give your number to the police station and they can deal with you,0
3386,I'm not sure what you mean? I get paid weekly so I should be able to do at least a 150-175 payment weekly to get caught up.,0
3387,Last time he dropped some items and just left them behind!,0
3388,Disliked Â¡Â°DS: Hey marlene Get Pre-approved: Zero down 3 or 4 BR house for $429/mo. See Details: the.homematcher.net EZ approval. Txt STOP to End. Â¡Â±,0
3389,Removed a dislike from Â¡Â°DS: Hey marlene Get Pre-approved: Zero down 3 or 4 BR house for $429/mo. See Details: the.homematcher.net EZ approval. Txt STOP to End. Â¡Â±,0
3390,Disliked Â¡Â°DSPROSPECT: Welcome! You have been confirmed. 5 msgs/month Msg/data rts may apply. Txt HELP for help. STOP to optout Â¡Â±,0
3391,My payment did clear,0
3392,Test results came back positive for COVID-19,0
3393,Wrong number. Please remove from your list,0
3394,I don't have a loan with your loan company.,0
3395,Buy a Medicare Supplement.Seriously!!!,0
3396,You guys wrote me so I wrote back,0
3397,"I don't get paid until the first , he is paying me for 2 months of no paycheck due to Covid. Payment will be on its way . Thanks for understanding while",0
3398,we are in this nightmare of people owning us money also,0
3399,"No, thanks.",0
3400,Thanks and I need my car so you will get paid promise,0
3401,The next payment will be made as soon as I get another disability payment,0
3402,If you don't quit texting me and calling me Kathy I'm going to turn your phone number into the police station I've done told you time and time again you are scammers do not text my number again,0
3403,STOP this is not Brittany,0
3404,I'm unfamiliar with their payment dates,0
3405,Fuck u quit calling my phone y'all are irritating as hell,1
3406,"Hi, I just bought a home and need to setup trash, recycling and yard waste collection. What information do you need from me to get setup? Address is 2815 Chandler Grove Dr. Buford, GA 30519",0
3407,Yo quiero hacer una horde de esta medaya para el jueves,0
3408,[Auto Reply] I do not use text messages. If you need information please call.,0
3409,Rudy Arevalo,0
3410,I maybe able to do the whole $69. I have to go to the bank and see,0
3411,"Yes, please.",0
3412,the last ti.e I will tell you!,0
3413,I have never requested health coverage from you people! I do not want it. Again I am happy with what I have! Please stop calling and texting me. This is,0
3414,Is my claim worked,0
3415,Ok let me know the how much I have to pay,0
3416,Stop harassing me and calling my phone,0
3417,Medicaid did not approve,0
3418,Already have some thank you though,0
3419,I completed my application on line last week.,0
3420,I need someone to help me with this,0
3421,I just want to clarify with you.... I know you know I have physical therapy tomorrow at 3:30. I just got text for me to confirm a virtual workers conversation doctor 10:30 tomorrow also.....are you able to cover for me...,0
3422,Please put me on your no call list!,0
3423,I tried calling on Friday but couldn't get through I kept getting a voicemail. I get off this evening at 330 can I call then,0
3424,Yes I will make another payment on two weeks on my next paycheck,0
3425,Thanks for reaching out. It turns out I will not be needing insurance.,0
3426,Stop leave me alone PLEASE THIS IS NOT KYLIES PHONE ???,0
3427,Charles Allphin 63 Taylor Ln. Dry Ridge Ky. 41035. 2890,0
3428,KEEP IT U A SCAM,0
3429,Awe no,0
3430,Need. Blue. Roof. Don. Witt. 224. North. Blvd. Slidell. La. 70458. Third everything to get temperatty. Blue. Roof. Amen,0
3431,Hi Victor looking for a day help with unloading truck. We would need 2 people this will take at least 2 hours. The date is October 11th location 230 garden ridge rd Franklin 28734 Can you help with a quote? Thanks,0
3432,Not at this time..maybe before Christmas....,0
3433,Do not stop sending me messages please,0
3434,My name is not Rachel. She has made my life miserable by putting my number into done health care data base. Please remove my number. I have great health care. Thank you.,0
3435,No yet!,0
3436,16301 Michigan Avenue dearborn,0
3438,Sister Rhonda X (Amerson),0
3439,Stop sending this message.,0
3440,Collection activities meaning?,0
3441,MY NAME IS NOT SHANNON,0
3442,Do I have anything on a bus line in Kansas City Missouri,0
3443,I'm not Lydia. Stop harassing me. You're people called a dozen times in two hours. I'm filling an harassment report. Cease and desist.,0
3444,Complete RegionalOneHealthcomplet:2399400995 ATTENTION Location: CG-118 1 - paper towels,0
3445,I just paid $69.24,0
3446,"Sorry, I'm not going to be able to come tonight. We started harvesting corn! Wish you did this in Aug!",0
3447,It was canceled,0
3448,If you can get it for 65,0
3449,PIECE OF SHIT MACHINE. LEAVE ME ALONE DICK!!!!!!!!,1
3450,40769 apply,0
3451,txt. stop,0
3452,"Removed a laugh from Â¡Â°Alert & Msg Service:This was NOT a valid keyword, response or command, pls check spelling. To stop receiving messages reply STOP. For help, call 1-866-866-0009Â¡Â±",0
3453,I don't want to buy health insurance.,0
3454,Hey Kristi I have a question!! I'm doing great in my classes and my grades are good but just asking how many days of school are we allowed to miss!,0
3455,"Good, we had a service truck wthin 45 minutes and back a on the toad shortly after",0
3456,Who is this?,0
3457,9496771777 is currently driving and will respond to your message when the trip ends. Powered by trucesoftware.com,0
3458,7607156441 is currently driving and will respond to your message when the trip ends. Powered by trucesoftware.com,0
3459,I've only missed three in one class but only because I've had work!,0
3460,I'm not interested and didn't request,0
3461,4444 Steve Fezzik Mlb 2 stars Salami home teams -135 Nfl mnf phi Dal 1h un 25,0
3462,Going to then we're gonna go,0
3463,"Yes, do you take glass???",0
3464,Stop M,0
3465,"Laughed at Â¡Â°All-In-1 Info Alerts:Reply was sent to TSmoothie702. If you wanted to send a keyword, check spelling and try again.Â¡Â±",0
3466,"Removed a laugh from Â¡Â°All-In-1 Info Alerts:Reply was sent to TSmoothie702. If you wanted to send a keyword, check spelling and try again.Â¡Â±",0
3467,You know I am afraid to ck it.lol,0
3468,Keeping phone lines open sick grandkids Email preferred,0
3469,Shut your whore mouth,1
3470,I canceled this morning,0
3471,Disaster assistance. Gov on the status of my Application.,0
3472,Washington do,0
3473,"Removed an exclamation from Â¡Â°All-In-1 Info Alerts:Reply was sent to TSmoothie702. If you wanted to send a keyword, check spelling and try again.Â¡Â±",0
3474,"Loved Â¡Â°All-In-1 Info Alerts:Reply was sent to TSmoothie702. If you wanted to send a keyword, check spelling and try again.Â¡Â±",0
3475,"Removed a laugh from Â¡Â°Removed a laugh from Â¡Â°All-In-1 Info Alerts:Reply was sent to TSmoothie702. If you wanted to send a keyword, check spelling and try again.Â¡Â±Â¡Â±",0
3476,N. Ill today,0
3477,I can do 400$ on the 5th,0
3478,this located,0
3479,I am on housing assistance have been for years I have been living in same house never late all of these 27 years Any possibly of lower payments and where is,0
3480,I next the loan for my business I have to pick up my trail that One Fat Frog Restaurant and Equipment Store in Orlando Florida. Ms.Toni S stayed if I d,0
3481,offering me the lowest I don't need that. Thank you,0
3482,on't have it paid in full by the end of the year it's going up three thousand dollars more. It looks like you can't help me with that amount you keep,0
3483,I need help call me please,0
3484,No not at this time,0
3485,Stop and fuck off,1
3486,you're making my crippling depression worse,0
3487,Please give location limited income,0
3488,"***This is an automated message *** I'm driving right now. I'll get back to you ASAP. Or you may call me on my mobile phone, 281.771.8600, thank you and",0
3489,"have a wonderful morning, afternoon and evening.",0
3490,"Removed a laugh from Â¡Â°Laughed at Â¡Â°All-In-1 Info Alerts:Reply was sent to TSmoothie702. If you wanted to send a keyword, check spelling and try again.Â¡Â±Â¡Â±",0
3491,Please don't text anyone I have coverage,0
3492,St op,0
3493,STOP. Thanks a lot!,0
3494,Hi I am getting money together to get caught up...I need to know how long I have to get it before they start anything....please let me know...louis menna,0
3495,...4546...thank you much,0
3496,No y Shelden plz don't call thx,0
3497,I was trying to get SSDI to get benefits not health insurance,0
3498,Well u can keep your plans and stick them where the sun don't shine for free,0
3499,Es una t casa,0
3500,He finally started talking to me nd doing Wht he normally be doing,0
3501,I didn't sign up for anything,0
3502,I didn't request. Stop lying. Get a job.,0
3503,I don't get paid until then,0
3504,"This is StyleSeat. To update an appointment, please contact your pro. Reply HELP for help.",0
3505,I can't do anything far as a payment until this Friday. Jennifer Gibson 2342 Washington Avenue Knoxville TN 37917 Last four of social 2010 Dob 07-13-88,0
3506,2021SE 015,0
3507,Can you confirm I am getting the one I bid on yesterday? This one here in the picture is different. I specifically wanted the one showing Donald tackling Brady in the Super Bowl. Thanks in advance Link,0
3508,Will send payment out this week at work now can't talk,0
3509,Stop R.L.C.,0
3510,Please call me at 4692033211,0
3511,Help tammy,0
3512,Will try to have by Thursday 9/30/21,0
3513,F*** the sender go f*** yourself,0
3514,Ese es el link creo q lo puede hacer online,0
3515,STOP TEXTING,0
3516,Can you fucking stop texting me,1
3517,WILL REPORT U,0
3518,Easypay finance,0
3519,Thank youuuu,0
3520,Donde esta ubicada la casa?,0
3521,[Auto Reply] If you are a solicitor or telemarketer I am not going to talk to you. Everybody else leave me a message and I will call you back.,0
3522,SHELTER 18901,0
3523,Do you have the bootie Hunter boots?,0
3524,"301 hasting lane, I'm going to pay on the first . That's my first check",0
3525,Liked Â¡Â°Envy: All Womens Hunter Rain Boots 50% OFF. Charlie Horse Straw hats BOGO $1.00. Start your Christmas layaway today. Txt STOP to OptOutÂ¡Â±,0
3526,Yes. Please confirm.,0
3527,Keisha Crump,0
3528,Tengo 50 a?os mi nombre es Margarita Ortiz y todav?a sigo bien no tengo s?ntomas todos los dem?s miembros de la casa siguen igual,0
3529,My direct deposit didn't hit yet. My check should clear today. I'll make a payment when I am off work.,0
3530,"Loved Â¡Â°Pop's Beef: Monday & Tuesday Our BREADED STEAK Sandwich Only $3.50. Includes red sauce, mozz cheese & sweet peppers. Valid NOW thru 9/28/21. Txt STOP to OptOutÂ¡Â±",0
3531,ase of a 6pck laser hair removal for 2 areas. BOTOX/NEWTOX only $10/unit Limited package available. https://vagaro.com/endlessbeautymedspa/memberships,0
3532,Endless Beauty Med spa reminds you to plan ahead for MOBILE BOTOX Sunday. Appointment open as soon as 12 and late as 7pm. FREE LIP FILLER with the purch,0
3533,0ws the temperature in GTA V,0
3534,"Thank you so much for your text! Are you able to give me an estimate, not holding you to any quote, just an estimate on the cost over text message.",0
3535,Really need food,0
3536,Stop calling and texting me,0
3537,Just emailed it to you,0
3538,STOP and yes i have insurance,0
3539,SOY SALVADORE?A,0
3540,Silver 111516878,0
3541,Remove me from this list,0
3542,See you later Today ? ? ? HUGS XOXO,0
3543,I'm sorry ??Â¡Ã?,0
3544,3001 East 30th Street Tuesday Thursday Saturday 8am-12pm Picture iD Proof of address,0
3545,Ok e espa?ol solo necesito 3000,0
3546,"OK please don't waste our time though,iwill text you later,just busy right now. Line it all up , please.",0
3547,Help how do I apply,0
3548,You have any special for the Salvador?,0
3549,I have insurance,0
3550,Got Hamana plus,0
3551,Thank you. Health planner will do some of good with progress of being reminded of. Charles,0
3552,'Moulin Rouge' Star Robyn Hurder Talks Her Tony Nomination and Returning to Broadway After COVID-19 Shutdown | READ MORE -> https://ebr9p.app.link/X8SOOVFdE0,0
3553,Tengo 48 a?os y tengo fiebre,0
3554,But not at the bottom of two gas trade sheet?,0
3555,"Hey baby? I just got a text from fema telling me to log in to DisasterAssistance.gov. for my status . I don't have internet, do you? Can you check it for me if u do? 6426 case number?",0
3556,Michael T Reid,0
3557,Toys and toybox,0
3558,I need to cancel.,0
3559,Solo espa?ol por favor,0
3560,"No please, can't keep track of both of you do this whenever. Please let me maintain the accounts.",0
3561,PLEASE LEAVE A SLIP...LAST 3 PICK UPS NOTHING WAS LEFT,0
3562,Same address front porch,0
3563,Any XL Charlie horse hats?,0
3564,I don't KNOW how to do that. Text me PLEASE,0
3565,"They just texted me again to reply, but I don't have internet.",0
3566,Erin massie 986 Scarlett lane Columbus Ohio 43207,0
3567,Leoncio Bartolame Popoy,0
3568,I will to that today! I am so sorry I had a family emergency!,0
3569,I need cancel the appointment,0
3570,Hi lady,0
3571,I will give you guys a call later today. I know that I missed my promise to pay. Had an unexpected charge to hit my account.,0
3572,I did everything but it goes back to this screen,0
3573,I never had assistance.. I seriously don't have anywhere else to get it sir/ma'am this is my first check in a few months,0
3574,Hey! I am feeling better slowly but surely lol but I'm failing my human anatomy class and I'm really behind but I was just curious if there's anyway I can do it online? Or if there's any other online classes I can try and do? I know we're already over a month into school but I just thought it would be easier for me to do it online so I can stay caught up,0
3575,Old do not text this number I am battling cancer and this harassment is bothering me quite a bit.,0
3576,I can work next weekend,0
3577,The 9th and 10th,0
3578,I had my dates mixed up my payment can come out this Friday on the 1st of October,0
3579,Â¾ÃÂ³Ã§ ÃÃÂ¼Â¼Â¿Ã¤ Ã?Ã¼ÃÂ­Â¸Â¦ ?Â´ÃÂµÂ¥ Ã?Ã¼ÃÂ­Â°Â¡ Â¾ÃÂµÃÂ´ÃÂ´Ã,0
3580,STOP to opt-out,0
3581,Hey Amoasi My Momma said we were Poole's,0
3582,My Donation is ready,0
3583,I'm texting about my car payment,0
3584,Thank You So Much,0
3585,I pay nothing for my heathcare. Quite sending this text to me,0
3586,Stop Stop,0
3587,I want to know how did Hall get into the mix.,0
3588,It's 3 last names that stand out.,0
3589,I didn't ask for a damned thing now stop fucking bothering me,1
3590,Yes 500,0
3591,"Ok, no questions yet?",0
3592,Meredith Bell 379 Beech St. Berea oh 44017. SSN 7047,0
3593,Is it still 40/hr?,0
3594,I need help here,0
3595,for assistance programs that can help you pay your bills. i.homeres,0
3596,Removed a laugh from Â¡Â°Financial Assistance:Learn how you can apply,0
3597,Joanna K. NO Client Jadwiga Markowicz. NO,0
3598,Disliked Â¡Â°Financial Assistance:Learn how you can apply for assistan,0
3599,ce programs that can help you pay your bills. i.homeresourcesnow.co,0
3600,Can I get 400,0
3601,Not interested anymore. Thank you.,0
3602,Final Stop!!!!!,0
3603,You don't need shit from me cause I ain't requested a damn thang. So just like you got my number loose the motherfucker the same way. You smoking big dick texting my line.,1
3604,Stop stop ? please!!!!!!!!!!,0
3605,Sorry about that Wayne oh your next pick up,0
3606,Fuck off. .remember that,1
3607,Whi cares,0
3608,Lick a dick,1
3609,"Everyone Funeral for Sis. Dell Peterkin, Sun, Oct 3, 2021 @1st Church Teaneck. Viewing @1pm & service @2pm. Repast in gym.",0
3610,Hi please call me,0
3611,can you take dresser and couch,0
3612,Tracking #8007425877 order #K189755887,0
3613,I don't have a computer like that,0
3614,"40,000 request",0
3615,K how many bedrooms,0
3616,"No thanks,Ty tho",0
3617,Not looking for coverage take me off your call list,0
3618,"I will make a payment this Friday 10/1, then another 10/15.",0
3619,This isn't Daryles number anymore so please stop texting me and thank you,0
3620,My name is rose Williams can someone pls call me i have been trying to call so I can change my payment number is 702 479-8873 pls call of leave a message,0
3621,This is her mom i don't know where the car is she's been in the hospital since July because of a bad car accident whenever she wake up she will get in contact with you guys there's nothin i can do if she still hasn't woke up,0
3622,Y s,0
3623,*** FASTÂ¡Â¦,0
3624,"Laughed at Â¡Â°Removed a laugh from Â¡Â°Laughed at Â¡Â°All-In-1 Info Alerts:Reply was sent to TSmoothie702. If you wanted to send a keyword, check spelling and try again.Â¡Â±Â¡Â±Â¡Â±",0
3625,What location,0
3626,"Emphasized Â¡Â°All-In-1 Info Alerts:Reply was sent to TSmoothie702. If you wanted to send a keyword, check spelling and try again.Â¡Â±",0
3627,Happy B day bro,0
3628,Hello I am returning a phone call via chat. This is Anjela Williams,0
3629,Dud? sobre Family Nutrition Info: Learn how you can apply for the SNAP food assistance program. i.familynutritioninfo.com/AURLO8/39184,0
3630,WHERE At,0
3631,No thanks I have full coverage now.,0
3632,"Laughed at Â¡Â°Removed a laugh from Â¡Â°All-In-1 Info Alerts:Reply was sent to TSmoothie702. If you wanted to send a keyword, check spelling and try again.Â¡Â±Â¡Â±",0
3633,STOP !!!!,0
3634,I need to make a payment this Friday,0
3635,I haven't recieved it,0
3636,I talk to my caseworker she said Friday is ok,0
3637,Philip Geiv,0
3638,I'll be in at 2 to make payment,0
3639,Yes i confirm,0
3640,Yes God Bless You! Juanita Maria,0
3641,"All-In-1 Info Alerts:Reply was sent to TSmoothie702. If you wanted to send a keyword, check spelling and try again.",0
3642,I don't live in Arizona,0
3643,I have been trying to get food stamps for the longest and y'all steady sending me those text if I have to have food stamps I need y'all to let them know,0
3644,how to apply and where to go if you not stop texting me,0
3645,260! I don't have that,0
3646,"I'm not Patricia!!! Stop calling, and sending me e mails. I will report you to the B.B.B.",0
3647,The loan number you gave me the other day did not want to pink the account I have please provide me with the account number associated with my loan so I can pay my interest thanks,0
3648,I have 218,0
3649,Please advise,0
3650,No job,0
3651,I don't want anything from you!!!! Leave me alone!!! Loose my fucking number!! Fucking STOP!!!,1
3652,5746 11 15 1970,0
3653,I'm paying it today,0
3654,Would I be able to pay the 218 today and the rest Thursday that is all I have,0
3655,How do I go about it give me more info,0
3656,Help Tazzbaby211,0
3657,Come on?,0
3658,We are booked for arrival Wednesday night on United,0
3659,Sorry about that payment will be in Friday morning do you need my card info,0
3660,STOP LYING STOP SENDING ANY COMMUNICATIONS TO MY BB NUMBER. Thank you,0
3661,Just having a tough time with my job slow right now but my supervisor told us is going to pick up next month,0
3662,Please text me the pay near me link,0
3663,Hi! Sorry it took me until now to contact you.,0
3664,Thanks for your support and helping me and understanding,0
3665,What plans are available,0
3666,I can make 1 payment this week on the 30th,0
3667,I just returned to work today due to COVID. I won't get a check until next week.,0
3668,Im working on it i just need more time i lost alot right now,0
3669,From...Tracie Gartrell,0
3670,"Hello, I am no longer interested in this item. I didn't realize it was laser engraved autographs. Thank you",0
3671,No clearance here! I've said stop,0
3672,Yeah Force.,0
3673,thank you,0
3674,Free pizza,0
3675,I will have a check today. My account is drained so as soon as it clears I'll call or come by. Thanks. Ryan.,0
3676,Not at this address no calvert,0
3677,Where can I apply for this loan?,0
3678,Why do I have to keep filling out the same thing over and over?,0
3679,Please stop texting me. I tried and y'all denied me,0
3680,I'll be in before 6 I'm at work till 3pm,0
3681,So I have till the 30th.?,0
3682,Im not bonnie,0
3684,Ok miss Edwards I'll thank you,0
3685,I've found someone thank you.,0
3686,Hello. I need an extension to pay my bill please. I could pay by the 4th of October.,0
3687,How do I apply for flood claim?,0
3688,I'll try,0
3689,Ok thank you so much,0
3690,Sign up,0
3691,Could someone call me please,0
3692,"I need to borrow about 4,000 now, how can I do it?",0
3693,I can't afford that I only get 993 month,0
3694,"Driving, call you right back.",0
3695,I will be paying the remaining balance 0n Tuesday 09/28/21,0
3696,I have bad credit. But thanks for the offer.,0
3697,Guess what,0
3698,In meeting.,0
3699,Roderick hawkins...103 Carver street union ms 39365..2032,0
3700,"AutoReturn message 3587: You have reached a highly classified phone. If this message was in error, please notify us at 857-386-2000. This message will be traced and you will be contacted by one of our field agents within 24 hours. End message 3587.",0
3701,Questioned Dr Bob Sports: I have an NCAA play to send out in 10 minutes (8:25 am PT),0
3702,My credit is bad y'all not going to give me a loan,0
3703,It was for dental insurance I do not need help but thank you,0
3704,I have health care. Medicare & medicade. A&B,0
3705,Show me,0
3706,"Driving, can't text. Sent from MY ROGUE SPORT",0
3707,I don't click links,0
3708,1800 745-0243 Fema,0
3709,"As per the email reply sent last week, I paid half because my check was short and will pay the other have Wednesday when I get a new check",0
3710,Actually I would like to withdraw my bid and can't get it.,0
3711,I specifically asked for NO phone calls,0
3712,Loved Dr Bob Sports: CBB Opinion on Virginia Tech (+4) at +3.5 or more,0
3713,Unless u r going to hook me up with a smoking hot lady that squirts and loves anal hard core. Good withy Medicare and United So. S. T. O. P,0
3714,S?came el short cuando te salgas,0
3715,I am not sure not working out of work no money,0
3716,No it wasn't me,0
3717,Try it,0
3718,Send me the information pls,0
3719,Stop ? Jen Marie ?,0
3720,Please send me info looking for Jacksonville Florida Northside,0
3721,I'm interested in the 3 bedroom 2 bathroom,0
3722,no shut up,1
3723,stop i don't want your assistance,0
3724,Ok tell me more about the Â¢Â´200 per month plan,0
3725,i've been needing to say this for a while but i'm gay,0
3726,Is today the due date?,0
3727,I can come in later today yes,0
3728,k good,0
3729,STOP OMG,0
3730,Help $VOLFAN$,0
3731,This is not Scott you have the wrong number,0
3732,I made a payment 2weeks ago,0
3733,It was kept,0
3734,Yes correct,0
3735,Heyy bestie,0
3736,Were at,0
3737,Why can't you just send me an email instead?,0
3738,I feel misled,0
3739,What does the payment plan consist of I will be making a payment tomorrow 9/28/2021 of 404.00,0
3740,Cancel check cash request,0
3743,Did you log in?,0
3744,I don't have any money. Trying to get assistance,0
3745,Paul milam 4316 Sheffield ave. Hammond IN 46327 Ss 1698 I'm at work. Got a message to get a hold of you guys.,0
3746,916 949 3164,0
3747,What number do call you guys,0
3748,I'll be on my way in a little bit I'm at the real estate agents place sign in my lease,0
3749,7607039837 is currently driving and will respond to your message when the trip ends. Powered by trucesoftware.com,0
3750,On the way back home,0
3751,Hndrrhj you L hhjfhhnggnjjnjggjnjjjjjgjjjjjjuuyyjjjt5ggghtjgghhgghhhhjjhggghggjjhjjjjgj,0
3752,I have tried it's and emergency I need the funds today,0
3753,Shawn Norman 301 Hastings lane Elizabeth city NC 27909 7699,0
3754,DRC 70726,0
3755,Can not access my account. Password as expired!,0
3756,I'm at work so can't respond right back. Trying to make money for the car and not being fired talking on my phone!,0
3757,I have automated authorized payments made to CPS once a month for my car payment. You still send me a paper billing statement every month. Can I have tha,0
3758,t dropped so I no longer receive paper copies and only communications via email?,0
3759,Will pay by October 4th. Will use pay near me,0
3760,Please send me info on the house,0
3761,Hey babe what about the U-Haul shut,0
3762,I don't get out of work till 6pm ct,0
3763,User: cmcmcgovernjr pw: AIdenm105!,0
3764,"Crumb topping, our favorite",0
3765,What's the payoff,0
3766,"<smil> <head> <layout> <root-layout/> <region id=""Text"" top=""70%"" left=""0%"" height=""30%"" width=""100%"" fit=""scroll""/> <region id=""Image"" top=""0%"" left=""0%"" height=""70%"" width=""100%"" fit=""meet""/> </layout> </head> <body> <par dur=""10s""> <ref src=""CL.loc.vcf""/> </par> </body> </smil>",0
3767,Im 53 don't smoke or drank I take 10mg bp Med.Whats the deductible on this,0
3768,I wanted to let you know just Laura will be attending. Mike had to go out of town unexpectedly,0
3769,Maurice Berry 8082 could u please send me barcode to make payment at pay near me,0
3770,CABIN 94479,0
3771,I have a home that I own.,0
3772,[Auto Reply] Driving right now. Will return your message as soon as I can. Thanks Julie,0
3773,You already denied my application. You're fraud advertising,0
3774,"Ok, I'll call when i get out. Thank you",0
3775,Me I,0
3776,Mine is cheaper,0
3777,Suck my cock,1
3778,I'm going down to pay that right now I didn't have a chance on friday,0
3779,Is 3 ok,0
3780,Ok if it's in collections does that mean it's a write off,0
3781,You have the wrong phone number,0
3782,I need to call and reschedule this appointment. I am sorry for the late notice. Debra Skelley,0
3783,so can you help me to,0
3784,We have decided to go a different way thank you,0
3785,Like to reorder.,0
3786,I get paid on the first,0
3787,I don't know I have big problem someone shot my son oldest the 20 year?,0
3788,Menezes 2529,0
3789,Need something bigger,0
3790,I have now,0
3791,I'm sorry I wasn't able to make a payment on Friday. My car broke down and I had to use all my extra money to fix the problem. I will be making a payment on Thursday or Friday. I will try to make a double payment as well.,0
3792,Hold on babe I will let you know...babe,0
3793,I don't need 40 k,0
3794,First of all I just got my job back 2019 bc of covid I paid 3200 in June I already told yal I just got it back and I get paid on the first so that's why I haven't paid,0
3795,I will be available to speak after 3 pm,0
3796,I have and my diagnosis and certain deaths. I am unemployed and been hospitalized looking for work and funds. I called several attempts and time. Dont have funding,0
3797,Chris can you come down here,0
3798,Making a payment today After 5:00pm when I'm done work I appreciate your willingness not to wait until this Friday And you say you wanted to help me What a joke that was!,0
3799,Do you do Medicaid,0
3800,I have the Medicare advantage plans,0
3801,I go to the VA for my health care,0
3802,Stop u b,0
3803,You have the wrong number!,0
3804,Disaster assistance gov,0
3805,Stop Imagene,0
3806,What do I need to clarify?,0
3807,Question..do you take home decor items like door wreaths?,0
3808,FEMA o9000,0
3809,"mation so just stop, stop with all the damn lies",0
3810,Yeah right all you going to do is have me click on to website and complete more forms to sell my information to another website so they can send me infor,0
3811,The last day of history,0
3812,"I can't afford 200/month for health care, my health care I have is Â¢Â´0/month that I have",0
3813,Send me an email,0
3814,I wish someone would just give me a loan.And actually deposit in my bank account. ASAP thanks,0
3815,Be Wednesday ..can.you send me the code for cvs can make a payment,0
3816,I get paid on the first I'm just telling the truth my money will not be in til Friday,0
3817,I can pay the 800 on October 15,0
3818,Friday I will make a payment,0
3819,This is true,0
3820,Because I'm so tired already to set up my application,0
3821,"You make me feel out everything and then you offer me 1000, I asked for 5000 and you want to give you 1000 don't waste my time",0
3822,What are the interest rates?,0
3823,I need only a 1 or2 bedroom home.i need government assistance because I am on disability. Thank you,0
3824,Made one payment last week will make another payment 17th next month,0
3825,Anonymous How can traditional Catholics lead other people back to the church when the vaccines are being pushed in the parishes despite our pro life traditions,0
3826,No they never called back,0
3827,This Melvin Norris I will be in office Saturday morning I.m in Huntsville Alabama working,0
3828,Y'all never sent an I'd number,0
3829,Not sure,0
3830,Give me a call,0
3831,Are you going to check it out? That sounds good.,0
3832,I HAVE A HOUSE,0
3833,Yes but I have a question.they are requesting Tricare information and saying sometimes we will have to pay out of pick and get reimbursed? That seems like more work for us that we don't really want is that normal?,0
3834,No i wasnt,0
3835,Katelyn Robinson,0
3836,You have the wrong person and number. Please don't call or text my phone. Also please remove me from your phone list.,0
3837,Hi just I need to know if you receive my email with clarification name,0
3838,Yes and thanks.,0
3839,Hello my car was repo,0
3840,Who do I speak with,0
3841,To see amount need to pay,0
3842,How muchYESTERDAY = RAMS (3-0) v. BUCCANEERS (2-1),0
3843,It could mean over pay the mortgage ever money in the escort or work or not file tax.,0
3844,Stop calling,0
3845,I don't know how ?,0
3846,what's the number?,0
3847,Trying to get in touch with you guys something is wrong with my phone I don't have no Internet service no nothing,0
3848,Wrong person please stop texting this number,0
3849,"Please send me the money , later thank you....",0
3850,Oh im good u go ahead n get it there Ole buddy,0
3851,Ill try to pawn some tools and see what i can do i lost my job and i dont have work for a week or too,0
3852,Okay Thank You.,0
